step,fixed_waiting,fixed_queue,fixed_throughput,fixed_vehicles,mappo_waiting,mappo_queue,mappo_throughput,mappo_vehicles
178,0.00,0.00,1,0,0.00,0.00,1,0
179,0.00,0.00,1,0,0.00,0.00,1,0
180,0.00,0.00,1,0,0.00,0.00,1,0
181,0.00,0.00,1,0,0.00,0.00,1,0
182,0.00,0.00,1,0,0.00,0.00,1,0
183,0.00,0.00,1,0,0.00,0.00,1,0
184,0.00,0.00,1,0,0.00,0.00,1,0
185,0.00,0.00,1,0,0.00,0.00,1,0
186,0.00,0.00,1,0,0.00,0.00,1,0
187,0.00,0.00,1,0,0.00,0.00,1,0
188,0.00,0.00,1,0,0.00,0.00,1,0
189,0.00,0.00,1,0,0.00,0.00,1,0
190,0.00,0.00,1,0,0.00,0.00,1,0
191,0.00,0.00,1,0,0.00,0.00,1,0
192,0.00,0.00,1,0,0.00,0.00,1,0
193,0.00,0.00,1,0,0.00,0.00,1,0
194,0.00,0.00,1,0,0.00,0.00,1,0
195,0.00,0.00,1,0,0.00,0.00,1,0
196,0.00,0.00,1,0,0.00,0.00,1,0
197,0.00,0.00,1,0,0.00,0.00,1,0
198,0.00,0.00,1,0,0.00,0.00,1,0
199,0.00,0.00,1,0,0.00,0.00,1,0
200,0.00,0.00,1,0,0.00,0.00,1,0
201,0.00,0.00,1,0,0.00,0.00,1,0
202,0.00,0.00,1,0,0.00,0.00,1,0
203,0.00,0.00,1,0,0.00,0.00,1,0
204,0.00,0.00,1,0,0.00,0.00,1,0
205,0.00,0.00,1,0,0.00,0.00,1,0
206,0.00,0.00,1,0,0.00,0.00,1,0
207,0.00,0.00,1,0,0.00,0.00,1,0
208,0.00,0.00,1,0,0.00,0.00,1,0
209,0.00,0.00,1,0,0.00,0.00,1,0
210,0.00,0.00,1,0,0.00,0.00,1,0
211,0.00,0.00,1,0,0.00,0.00,1,0
212,0.00,0.00,1,0,0.00,0.00,1,0
213,0.00,0.00,1,0,0.00,0.00,1,0
214,0.00,0.00,1,0,0.00,0.00,1,0
215,0.00,0.00,1,0,0.00,0.00,1,0
216,0.00,0.00,1,0,0.00,0.00,1,0
217,0.00,0.00,1,0,0.00,0.00,1,0
218,0.00,0.00,1,0,0.00,0.00,1,0
219,0.00,0.00,1,0,0.00,0.00,1,0
220,0.00,0.00,1,0,0.00,0.00,1,0
221,0.00,0.00,1,0,0.00,0.00,1,0
222,0.00,0.00,1,0,0.00,0.00,1,0
223,0.00,0.00,1,0,0.00,0.00,1,0
224,0.00,0.00,1,0,0.00,0.00,1,0
225,0.00,0.00,1,0,0.00,0.00,1,0
226,0.00,0.00,1,0,0.00,0.00,1,0
227,0.00,0.00,1,0,0.00,0.00,1,0
228,0.00,0.00,1,0,0.00,0.00,1,0
229,0.00,0.00,1,0,0.00,0.00,1,0
230,0.00,0.00,1,0,0.00,0.00,1,0
231,0.00,0.00,1,0,0.00,0.00,1,0
232,0.00,0.00,1,0,0.00,0.00,1,0
233,0.00,0.00,1,0,0.00,0.00,1,0
234,0.00,0.00,1,0,0.00,0.00,1,0
235,0.00,0.00,1,0,0.00,0.00,1,0
236,0.00,0.00,1,0,0.00,0.00,1,0
237,0.00,0.00,1,0,0.00,0.00,1,0
238,0.00,0.00,1,0,0.00,0.00,1,0
239,0.00,0.00,1,0,0.00,0.00,1,0
240,0.00,0.00,1,0,0.00,0.00,1,0
241,0.00,0.00,1,0,0.00,0.00,1,0
242,0.00,0.00,1,0,0.00,0.00,1,0
243,0.00,0.00,1,0,0.00,0.00,1,0
244,0.00,0.00,1,0,0.00,0.00,1,0
245,0.00,0.00,1,0,0.00,0.00,1,0
246,0.00,0.00,1,0,0.00,0.00,1,0
247,0.00,0.00,1,0,0.00,0.00,1,0
248,0.00,0.00,1,0,0.00,0.00,1,0
249,0.00,0.00,1,0,0.00,0.00,1,0
250,0.00,0.00,1,0,0.00,0.00,1,0
251,0.00,0.00,1,0,0.00,0.00,1,0
252,0.00,0.00,1,0,0.00,0.00,1,0
253,0.00,0.00,1,0,0.00,0.00,1,0
254,0.00,0.00,1,0,0.00,0.00,1,0
255,0.00,0.00,1,0,0.00,0.00,1,0
256,0.00,0.00,1,0,0.00,0.00,1,0
257,0.00,0.00,1,0,0.00,0.00,1,0
258,0.00,0.00,1,0,0.00,0.00,1,0
259,0.00,0.00,1,0,0.00,0.00,1,0
260,0.00,0.00,1,0,0.00,0.00,1,0
261,0.00,0.00,1,0,0.00,0.00,1,0
262,0.00,0.00,1,0,0.00,0.00,1,0
263,0.00,0.00,1,0,0.00,0.00,1,0
264,0.00,0.00,1,0,0.00,0.00,1,0
265,0.00,0.00,1,0,0.00,0.00,1,0
266,0.00,0.00,1,0,0.00,0.00,1,0
267,0.00,0.00,1,0,0.00,0.00,1,0
268,0.00,0.00,1,0,0.00,0.00,1,0
269,0.00,0.00,1,0,0.00,0.00,1,0
270,0.00,0.00,1,0,0.00,0.00,1,0
271,0.00,0.00,1,0,0.00,0.00,1,0
272,0.00,0.00,1,0,0.00,0.00,1,0
273,0.00,0.00,1,0,0.00,0.00,1,0
274,0.00,0.00,1,0,0.00,0.00,1,0
275,0.00,0.00,1,0,0.00,0.00,1,0
276,0.00,0.00,1,0,0.00,0.00,1,0
277,0.00,0.00,1,0,0.00,0.00,1,0
278,0.00,0.00,1,0,0.00,0.00,1,0
279,0.00,0.00,1,0,0.00,0.00,1,0
280,0.00,0.00,1,0,0.00,0.00,1,0
281,0.00,0.00,1,0,0.00,0.00,1,0
282,0.00,0.00,1,0,0.00,0.00,1,0
283,0.00,0.00,1,0,0.00,0.00,1,0
284,0.00,0.00,1,0,0.00,0.00,1,0
285,0.00,0.00,1,0,0.00,0.00,1,0
286,0.00,0.00,1,0,0.00,0.00,1,0
287,0.00,0.00,1,0,0.00,0.00,1,0
288,0.00,0.00,1,0,0.00,0.00,1,0
289,0.00,0.00,1,0,0.00,0.00,1,0
290,0.00,0.00,1,0,0.00,0.00,1,0
291,0.00,0.00,1,0,0.00,0.00,1,0
292,0.00,0.00,1,0,0.00,0.00,1,0
293,0.00,0.00,1,0,0.00,0.00,1,0
294,0.00,0.00,1,0,0.00,0.00,1,0
295,0.00,0.00,1,0,0.00,0.00,1,0
296,0.00,0.00,1,0,0.00,0.00,1,0
297,0.00,0.00,1,0,0.00,0.00,1,0
298,0.00,0.00,1,0,0.00,0.00,1,0
299,0.00,0.00,1,0,0.00,0.00,1,0
300,0.00,0.00,1,0,0.00,0.00,1,0
301,0.00,0.00,1,0,0.00,0.00,1,0
302,0.00,0.00,1,0,0.00,0.00,1,0
303,0.00,0.00,1,0,0.00,0.00,1,0
304,0.00,0.00,1,0,0.00,0.00,1,0
305,0.00,0.00,1,0,0.00,0.00,1,0
306,0.00,0.00,1,0,0.00,0.00,1,0
307,0.00,0.00,1,0,0.00,0.00,1,0
308,0.00,0.00,1,0,0.00,0.00,1,0
309,0.00,0.00,1,0,0.00,0.00,1,0
310,0.00,0.00,1,0,0.00,0.00,1,0
311,0.00,0.00,1,0,0.00,0.00,1,0
312,0.00,0.00,1,0,0.00,0.00,1,0
313,0.00,0.00,1,0,0.00,0.00,1,0
314,0.00,0.00,1,0,0.00,0.00,1,0
315,0.00,0.00,1,0,0.00,0.00,1,0
316,0.00,0.00,1,0,0.00,0.00,1,0
317,0.00,0.00,1,0,0.00,0.00,1,0
318,0.00,0.00,1,0,0.00,0.00,1,0
319,0.00,0.00,1,0,0.00,0.00,1,0
320,0.00,0.00,1,0,0.00,0.00,1,0
321,0.00,0.00,1,0,0.00,0.00,1,0
322,0.00,0.00,1,0,0.00,0.00,1,0
323,0.00,0.00,1,0,0.00,0.00,1,0
324,0.00,0.00,1,0,0.00,0.00,1,0
325,0.00,0.00,1,0,0.00,0.00,1,0
326,0.00,0.00,1,0,0.00,0.00,1,0
327,0.00,0.00,1,0,0.00,0.00,1,0
328,0.00,0.00,1,0,0.00,0.00,1,0
329,0.00,0.00,1,0,0.00,0.00,1,0
330,0.00,0.00,1,0,0.00,0.00,1,0
331,0.00,0.00,1,0,0.00,0.00,1,0
332,0.00,0.00,1,0,0.00,0.00,1,0
333,0.00,0.00,1,0,0.00,0.00,1,0
334,0.00,0.00,1,0,0.00,0.00,1,0
335,0.00,0.00,1,0,0.00,0.00,1,0
336,0.00,0.00,1,0,0.00,0.00,1,0
337,0.00,0.00,1,0,0.00,0.00,1,0
338,0.00,0.00,1,0,0.00,0.00,1,0
339,0.00,0.00,1,0,0.00,0.00,1,0
340,0.00,0.00,1,0,0.00,0.00,1,0
341,0.00,0.00,1,0,0.00,0.00,1,0
342,0.00,0.00,1,0,0.00,0.00,1,0
343,0.00,0.00,1,0,0.00,0.00,1,0
344,0.00,0.00,1,0,0.00,0.00,1,0
345,0.00,0.00,1,0,0.00,0.00,1,0
346,0.00,0.00,1,0,0.00,0.00,1,0
347,0.00,0.00,1,0,0.00,0.00,1,0
348,0.00,0.00,1,0,0.00,0.00,1,0
349,0.00,0.00,1,0,0.00,0.00,1,0
350,0.00,0.00,1,0,0.00,0.00,1,0
351,0.00,0.00,1,0,0.00,0.00,1,0
352,0.00,0.00,1,0,0.00,0.00,1,0
353,0.00,0.00,1,0,0.00,0.00,1,0
354,0.00,0.00,1,0,0.00,0.00,1,0
355,0.00,0.00,1,0,0.00,0.00,1,0
356,0.00,0.00,1,0,0.00,0.00,1,0
357,0.00,0.00,1,0,0.00,0.00,1,0
358,0.00,0.00,1,0,0.00,0.00,1,0
359,0.00,0.00,1,0,0.00,0.00,1,0
360,0.00,0.00,1,0,0.00,0.00,1,0
361,0.00,0.00,1,0,0.00,0.00,1,0
362,0.00,0.00,1,0,0.00,0.00,1,0
363,0.00,0.00,1,0,0.00,0.00,1,0
364,0.00,0.00,1,0,0.00,0.00,1,0
365,0.00,0.00,1,0,0.00,0.00,1,0
366,0.00,0.00,1,0,0.00,0.00,1,0
367,0.00,0.00,1,0,0.00,0.00,1,0
368,0.00,0.00,1,0,0.00,0.00,1,0
369,0.00,0.00,1,0,0.00,0.00,1,0
370,0.00,0.00,1,0,0.00,0.00,1,0
371,0.00,0.00,1,0,0.00,0.00,1,0
372,0.00,0.00,1,0,0.00,0.00,1,0
373,0.00,0.00,1,0,0.00,0.00,1,0
374,0.00,0.00,1,0,0.00,0.00,1,0
375,0.00,0.00,1,0,0.00,0.00,1,0
376,0.00,0.00,1,0,0.00,0.00,1,0
377,0.00,0.00,1,0,0.00,0.00,1,0
378,0.00,0.00,1,0,0.00,0.00,1,0
379,0.00,0.00,1,0,0.00,0.00,1,0
380,0.00,0.00,1,0,0.00,0.00,1,0
381,0.00,0.00,1,0,0.00,0.00,1,0
382,0.00,0.00,1,0,0.00,0.00,1,0
383,0.00,0.00,1,0,0.00,0.00,1,0
384,0.00,0.00,1,0,0.00,0.00,1,0
385,0.00,0.00,1,0,0.00,0.00,1,0
386,0.00,0.00,1,0,0.00,0.00,1,0
387,0.00,0.00,1,0,0.00,0.00,1,0
388,0.00,0.00,1,0,0.00,0.00,1,0
389,0.00,0.00,1,0,0.00,0.00,1,0
390,0.00,0.00,1,0,0.00,0.00,1,0
391,0.00,0.00,1,0,0.00,0.00,1,0
392,0.00,0.00,1,0,0.00,0.00,1,0
393,0.00,0.00,1,0,0.00,0.00,1,0
394,0.00,0.00,1,0,0.00,0.00,1,0
395,0.00,0.00,1,0,0.00,0.00,1,0
396,0.00,0.00,1,0,0.00,0.00,1,0
397,0.00,0.00,1,0,0.00,0.00,1,0
398,0.00,0.00,1,0,0.00,0.00,1,0
399,0.00,0.00,1,0,0.00,0.00,1,0
400,0.00,0.00,1,0,0.00,0.00,1,0
401,0.00,0.00,1,0,0.00,0.00,1,0
402,0.00,0.00,1,0,0.00,0.00,1,0
403,0.00,0.00,1,0,0.00,0.00,1,0
404,0.00,0.00,1,0,0.00,0.00,1,0
405,0.00,0.00,1,0,0.00,0.00,1,0
406,0.00,0.00,1,0,0.00,0.00,1,0
407,0.00,0.00,1,0,0.00,0.00,1,0
408,0.00,0.00,1,0,0.00,0.00,1,0
409,0.00,0.00,1,0,0.00,0.00,1,0
410,0.00,0.00,1,0,0.00,0.00,1,0
411,0.00,0.00,1,0,0.00,0.00,1,0
412,0.00,0.00,1,0,0.00,0.00,1,0
413,0.00,0.00,1,0,0.00,0.00,1,0
414,0.00,0.00,1,0,0.00,0.00,1,0
415,0.00,0.00,1,0,0.00,0.00,1,0
416,0.00,0.00,1,0,0.00,0.00,1,0
417,0.00,0.00,1,0,0.00,0.00,1,0
418,0.00,0.00,1,0,0.00,0.00,1,0
419,0.00,0.00,1,0,0.00,0.00,1,0
420,0.00,0.00,1,0,0.00,0.00,1,0
421,0.00,0.00,1,0,0.00,0.00,1,0
422,0.00,0.00,1,0,0.00,0.00,1,0
423,0.00,0.00,1,0,0.00,0.00,1,0
424,0.00,0.00,1,0,0.00,0.00,1,0
425,0.00,0.00,1,0,0.00,0.00,1,0
426,0.00,0.00,1,0,0.00,0.00,1,0
427,0.00,0.00,1,0,0.00,0.00,1,0
428,0.00,0.00,1,0,0.00,0.00,1,0
429,0.00,0.00,1,0,0.00,0.00,1,0
430,0.00,0.00,1,0,0.00,0.00,1,0
431,0.00,0.00,1,0,0.00,0.00,1,0
432,0.00,0.00,1,0,0.00,0.00,1,0
433,0.00,0.00,1,0,0.00,0.00,1,0
434,0.00,0.00,1,0,0.00,0.00,1,0
435,0.00,0.00,1,0,0.00,0.00,1,0
436,0.00,0.00,1,0,0.00,0.00,1,0
437,0.00,0.00,1,0,0.00,0.00,1,0
438,0.00,0.00,1,0,0.00,0.00,1,0
439,0.00,0.00,1,0,0.00,0.00,1,0
440,0.00,0.00,1,0,0.00,0.00,1,0
441,0.00,0.00,1,0,0.00,0.00,1,0
442,0.00,0.00,1,0,0.00,0.00,1,0
443,0.00,0.00,1,0,0.00,0.00,1,0
444,0.00,0.00,1,0,0.00,0.00,1,0
445,0.00,0.00,1,0,0.00,0.00,1,0
446,0.00,0.00,1,0,0.00,0.00,1,0
447,0.00,0.00,1,0,0.00,0.00,1,0
448,0.00,0.00,1,0,0.00,0.00,1,0
449,0.00,0.00,1,0,0.00,0.00,1,0
450,0.00,0.01,1,1,0.00,0.01,1,1
451,0.00,0.00,1,1,0.00,0.00,1,1
452,0.00,0.00,1,1,0.00,0.00,1,1
453,0.00,0.00,1,1,0.00,0.00,1,1
454,0.00,0.00,1,1,0.00,0.00,1,1
455,0.00,0.00,1,1,0.00,0.00,1,1
456,0.00,0.00,1,1,0.00,0.00,1,1
457,0.00,0.00,1,1,0.00,0.00,1,1
458,0.00,0.00,1,1,0.00,0.00,1,1
459,0.00,0.00,1,1,0.00,0.00,1,1
460,0.00,0.00,1,1,0.00,0.00,1,1
461,0.00,0.00,1,1,0.00,0.00,1,1
462,0.00,0.00,1,1,0.00,0.00,1,1
463,0.00,0.00,1,1,0.00,0.00,1,1
464,0.00,0.00,1,1,0.00,0.00,1,1
465,0.00,0.00,1,1,0.00,0.00,1,1
466,0.00,0.00,1,1,0.00,0.00,1,1
467,0.00,0.00,1,1,0.00,0.00,1,1
468,0.00,0.00,1,1,0.00,0.00,1,1
469,0.00,0.00,1,1,0.00,0.00,1,1
470,0.00,0.00,1,1,0.00,0.00,1,1
471,0.00,0.00,1,1,0.00,0.00,1,1
472,0.00,0.00,1,1,0.00,0.00,1,1
473,0.00,0.00,1,1,0.00,0.00,1,1
474,0.00,0.00,1,1,0.00,0.00,1,1
475,2.00,0.02,1,1,0.00,0.00,1,1
476,4.00,0.02,1,1,0.00,0.00,1,1
477,6.00,0.02,1,1,2.00,0.02,1,1
478,8.00,0.02,1,1,4.00,0.02,1,1
479,10.00,0.02,1,1,6.00,0.02,1,1
480,12.00,0.02,1,1,8.00,0.02,1,1
481,14.00,0.02,1,1,10.00,0.02,1,1
482,16.00,0.02,1,1,12.00,0.02,1,1
483,18.00,0.02,1,1,14.00,0.02,1,1
484,20.00,0.02,1,1,16.00,0.02,1,1
485,22.00,0.02,1,1,18.00,0.02,1,1
486,24.00,0.02,1,1,20.00,0.02,1,1
487,26.00,0.02,1,1,22.00,0.02,1,1
488,28.00,0.02,1,1,24.00,0.02,1,1
489,30.00,0.02,1,1,26.00,0.02,1,1
490,32.00,0.02,1,1,28.00,0.02,1,1
491,34.00,0.02,1,1,30.00,0.02,1,1
492,36.00,0.02,1,1,32.00,0.02,1,1
493,38.00,0.02,1,1,34.00,0.02,1,1
494,40.00,0.02,1,1,36.00,0.02,1,1
495,42.00,0.02,1,1,38.00,0.02,1,1
496,44.00,0.02,1,1,40.00,0.02,1,1
497,46.00,0.02,1,1,42.00,0.02,1,1
498,48.00,0.02,1,1,44.00,0.02,1,1
499,50.00,0.02,1,1,46.00,0.02,1,1
500,52.00,0.02,1,1,48.00,0.02,1,1
501,54.00,0.02,1,1,50.00,0.02,1,1
502,56.00,0.02,1,1,52.00,0.02,1,1
503,58.00,0.02,1,1,54.00,0.02,1,1
504,60.00,0.02,1,1,0.00,0.00,1,1
505,62.00,0.02,1,1,0.00,0.00,1,1
506,64.00,0.02,1,1,0.00,0.00,1,1
507,66.00,0.02,1,1,0.00,0.00,1,1
508,68.00,0.02,1,1,0.00,0.00,1,1
509,70.00,0.02,1,1,0.00,0.00,1,1
510,72.00,0.02,1,1,0.00,0.00,1,1
511,74.00,0.02,1,1,0.00,0.00,1,1
512,0.00,0.00,1,1,0.00,0.00,1,1
513,0.00,0.00,1,1,0.00,0.00,1,1
514,0.00,0.00,1,1,0.00,0.00,1,1
515,0.00,0.00,1,1,0.00,0.00,1,1
516,0.00,0.00,1,1,0.00,0.00,1,1
517,0.00,0.00,1,1,0.00,0.00,1,1
518,0.00,0.00,1,1,0.00,0.00,1,1
519,0.00,0.00,1,1,0.00,0.00,1,1
520,0.00,0.00,1,1,0.00,0.00,1,1
521,0.00,0.00,1,1,0.00,0.00,1,1
522,0.00,0.00,1,1,0.00,0.00,1,1
523,0.00,0.00,1,1,0.00,0.00,1,1
524,0.00,0.00,1,1,0.00,0.00,1,1
525,0.00,0.00,1,1,0.00,0.00,1,1
526,0.00,0.00,1,1,0.00,0.00,1,1
527,0.00,0.00,1,1,0.00,0.00,1,1
528,0.00,0.00,1,1,0.00,0.00,1,1
529,0.00,0.00,1,1,0.00,0.00,1,1
530,0.00,0.00,1,1,0.00,0.00,1,1
531,0.00,0.00,1,1,0.00,0.00,1,1
532,0.00,0.00,1,1,0.00,0.00,1,1
